creator_id,avg_comment_to_like_ratio,avg_hook_retention_rate,action_theme_diversity_score
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
54c845c9-e0a1-4c1f-a498-3b5f1c966383,0.09907065468097398,0.5001718101951085,19
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
25c4ef1e-7cbf-4a69-956b-ffff60a1edd5,0.07188992561086353,1.0338474843494392,21
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
8d671101-5462-42fa-9652-3b01351ae912,0.021435346438883455,0.6346420166390639,12
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
7ef7d968-0779-44aa-9019-409de5cfcae9,0.031386383584929456,1.1588407743783835,14
a98043a6-757e-4d8e-84cd-eb69677402a5,0.029770199197689362,0.7674722701635989,17
